episode,training_seed,q_table_size,best_total_reward_so_far,alpha,gamma,target_final_epsilon,risk_t1,risk_window,epsilon_decay,epsilon_min,random_seed,run_duration,due_date_lower_bound,due_date_upper_bound,rate_multiplier,risk_t2,agent_type,training,fixed_action,msg,n_orders_created,n_orders_completed,n_orders_in_date,n_orders_late,late_order_fraction,time_in_system_mean,time_in_system_std,time_in_system_min,time_in_system_max,wip_mean,wip_max,total_reward,n_eval_failures,n_decision_points,action_0_count,action_1_count,action_2_count,action_3_count,epsilon,preparation_capacity,sorting_capacity,analysis1_capacity,analysis2_capacity,evaluation_capacity,dispatching_capacity,worker_capacity,label,error
0,212345,10,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,212345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,563,278,161,117,0.420863309352518,343.0082372754963,191.476916982699,10.933230869630583,847.726215164129,137.650641715185,286,353.0,29,363,90,94,81,98,1.0,1,1,1,1,1,1,1,,
1,213345,12,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,213345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,563,281,125,156,0.5551601423487544,381.9806687948044,217.7422548045341,11.144451947627218,882.6321175765328,148.4298230892036,283,-394.0,28,358,77,95,102,84,0.9996088742090999,1,1,1,1,1,1,1,,
2,214345,14,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,214345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,607,276,127,149,0.5398550724637681,396.69578988774754,223.0795446028513,11.15922237361476,923.0972169970529,165.5248701235322,331,-322.0,34,359,85,92,87,95,0.9992179013975842,1,1,1,1,1,1,1,,
3,215345,14,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,215345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,566,274,120,154,0.5620437956204379,424.6358341816903,243.58336320738593,13.97865592152119,997.8825557441794,161.15841684163917,296,-433.0,31,358,89,72,102,95,0.9988270815056185,1,1,1,1,1,1,1,,
4,216345,16,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,216345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,559,277,137,140,0.5054151624548736,375.59728537500564,202.45668210459218,10.280748546978902,843.4602138119737,146.53615878575187,282,-129.0,33,354,82,94,101,77,0.9984364144733923,1,1,1,1,1,1,1,,
5,217345,16,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,217345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,520,277,141,136,0.49097472924187724,377.9352342114225,207.95141763151312,22.041852979509542,903.2792845555803,134.778818140558,243,-49.0,33,363,89,92,94,88,0.998045900241118,1,1,1,1,1,1,1,,
6,218345,16,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,218345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,570,280,126,154,0.55,405.1607852702511,227.07130064529832,11.89061371139483,1068.225338189815,153.09556150193993,290,-382.0,34,353,107,75,86,85,0.9976555387490316,1,1,1,1,1,1,1,,
7,219345,16,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,219345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,575,274,142,132,0.48175182481751827,347.1016224630479,214.0511660128441,12.058029675190001,851.0368404381304,143.92091364009275,301,-11.0,37,356,85,84,96,91,0.9972653299373925,1,1,1,1,1,1,1,,
8,220345,17,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,220345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,589,288,132,156,0.5416666666666666,383.3815489795846,219.81497097547347,9.283860017249422,771.3094923855182,162.54815985747766,301,-309.0,23,359,90,86,84,99,0.9968752737464835,1,1,1,1,1,1,1,,
9,221345,18,353.0,0.005,0.95,0.02,188.779164027179,1800.0,0.9996088742090999,0.02,221345,1440.0,4,8,0.9,1988.779164027179,q_learning,True,,simulation ended,591,287,136,151,0.5261324041811847,375.4293955173998,232.49432941924735,9.787909181712603,886.2804968755348,157.03966180786122,304,-213.0,21,359,82,92,106,79,0.9964853701166108,1,1,1,1,1,1,1,,
